No,Kode Satker,Nama Satker,Kode Barang,Nama Barang,NUP,Kondisi,Merk/Tipe,Tgl Rekam Pertama,Tgl Perolehan,Nilai Perolehan Pertama,Nilai Mutasi,Nilai Perolehan,Nilai Penyusutan,Nilai Buku,KUANTITAS,Jml Foto,Status Penggunaan,Status Pengelolaan,No PSP,Tgl PSP,NO BPKB,NO POLISI,PEMAKAI,Jumlah KIB
136,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,71,Baik,Honda,31/12/2007,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,E7358433 G,B 6865 PGQ,-,0
137,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,72,Baik,Honda,31/12/2007,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,E7358083G,B 6866 PGQ,-,0
138,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,73,Baik,Honda,31/12/2007,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,0,Digunakan sendiri untuk operasional,,-,,E 7359841 G,B 6882 PGQ,-,0
139,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,74,Baik,Honda,31/12/2007,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,1,Digunakan sendiri untuk operasional,,104 TH 2021,9/6/2021,E.8663983 G,B 6090 PJQ,-,0
140,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,75,Baik,Honda,31/12/2007,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,0,Digunakan sendiri untuk operasional,,104 TH 2021,9/6/2021,E 7359832 G,B 6874 PGQ,-,0
141,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,76,Baik,Honda,31/12/2007,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,E 7360053 G,B 6871 PGQ,-,0
142,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,77,Baik,Honda,31/12/2007,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,E 7358486 G,B 6852 PGQ,-,0
143,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,78,Baik,Honda,31/12/2007,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,E 7359723 G,B 6873 PGQ,-,0
144,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,79,Baik,Honda,31/12/2007,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,E 7358087 G,B 6856 PGQ,-,0
145,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,80,Rusak Berat,Honda,31/12/2007,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,E 7360051 G,B 6884 PGQ,-,0
146,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,82,Baik,HONDA,1/1/2008,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,0,Digunakan sendiri untuk operasional,,-,,E 2149328 G,B 6821 PBQ,-,0
147,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,83,Baik,HONDA-,1/1/2008,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,0,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,E 2149330 G,B 6842 PGQ,-,0
148,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,85,Baik,HONDA-,1/1/2008,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,0,Digunakan sendiri untuk operasional,,104 TH 2021,9/6/2021,E 7358974  G,B 6862 PGQ,-,0
149,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,86,Baik,HONDA,1/1/2008,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,0,Digunakan sendiri untuk operasional,,-,,E214933 G,B 6832 PBQ,-,0
150,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,87,Baik,HONDA,1/1/2008,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,E 735848 G,B 6864 PGQ,-,0
151,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,88,Baik,HONDA,1/1/2008,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,0,Digunakan sendiri untuk operasional,,-,,E 214934 G,B 6829 PBQ,-,0
152,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,89,Baik,HONDA,1/1/2008,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,0,Digunakan sendiri untuk operasional,,-,,E 8195575 G,B. 6715 JQ,-,0
153,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,90,Baik,HONDA,1/1/2008,27/09/2007,"16,246,279",0,"16,246,279","16,246,279",0,1,0,Digunakan sendiri untuk operasional,,104 TH 2021,9/6/2021,E 8095575 G,B 6903 PGQ,-,0
154,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,91,Baik,Honda Spacy Helm In Injecti,27/09/2012,27/06/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,9B49066X221AW,B 6798 PSQ,-,0
155,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,92,Baik,Honda Spacy Helm In Injecti,27/09/2012,27/06/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,0,Digunakan sendiri untuk operasional,,104 TH 2021,9/6/2021,J-00499643,B 6797 PSQ,-,0
156,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,93,Baik,Honda Spacy Helm In Injecti,27/09/2012,27/06/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,9B49066X121AW,B 6796 PSQ,-,0
157,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,94,Baik,Honda Spacy Helm In Injecti,27/09/2012,27/06/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,9B49066X221NW,B 6795 PSQ,-,0
158,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,95,Baik,Honda Spacy Helm In Injecti,27/09/2012,27/06/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,0,Digunakan sendiri untuk operasional,,-,,9B49066X221AW,B 6794 PSQ,-,0
159,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,96,Baik,Honda Spacy Helm In Injecti,27/09/2012,27/06/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,9B49066X121NW,B 6793 PSQ,-,0
160,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,97,Baik,Honda Spacy Helm In Injecti,27/09/2012,27/06/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,9B49066X121AW,B 6792 PSQ,-,0
161,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,98,Baik,Honda Spacy Helm In Injecti,27/09/2012,27/06/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,9B49066X121NW,B 6791 PSQ,-,0
162,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,99,Baik,Honda Spacy Helm In Injecti,27/09/2012,27/06/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,4,Digunakan sendiri untuk operasional,,-,,9B49066X221AW,B 6790 PSQ,-,0
163,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,100,Baik,Honda Spacy Helm In Injecti,27/09/2012,27/06/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,9B49066X121AW,B 6788 PSQ,-,0
164,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,101,Baik,Honda Spacy Helm In Injecti,27/09/2012,27/06/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,9B49066X121NW,B 6429 PSQ,-,0
165,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,102,Baik,Honda New Blade Repsol,27/09/2012,27/06/2012,"13,526,500",0,"13,526,500","13,526,500",0,1,1,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,9B49066PZ21NW,B 6519 PSQ,-,0
166,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,103,Baik,Honda New Blade Repsol,27/09/2012,27/06/2012,"13,526,500",0,"13,526,500","13,526,500",0,1,0,Digunakan sendiri untuk operasional,,-,,9B49066PZ21NW,B 6517 PSQ,-,0
167,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,104,Baik,Honda New Blade Repsol,27/09/2012,27/06/2012,"13,526,500",0,"13,526,500","13,526,500",0,1,3,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,9B49066PZ21AW,B 6516 PSQ,-,0
168,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,105,Baik,Honda New Blade Repsol,27/09/2012,27/06/2012,"13,526,500",0,"13,526,500","13,526,500",0,1,1,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,9B49066PZ21NW,B 6515 PSQ,-,0
169,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,106,Baik,Honda New Blade Repsol,27/09/2012,27/06/2012,"13,526,500",0,"13,526,500","13,526,500",0,1,0,Digunakan sendiri untuk operasional,,-,,I-11886018,B 6514 PSQ,-,0
170,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,107,Baik,Honda New Blade Repsol,27/09/2012,27/06/2012,"13,526,500",0,"13,526,500","13,526,500",0,1,1,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,9B49066PZ21AW,B 6518 PSQ,-,0
171,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,108,Baik,Honda Spacy Helm In Injecti,29/10/2012,22/08/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,9B49066X121NW,B 6428 PSQ,-,0
172,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,109,Baik,Honda Spacy Helm In Injecti,29/10/2012,22/08/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,9B49066X121NW,B 6427 PSQ,-,0
173,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,110,Baik,Honda Spacy Helm In Injecti,29/10/2012,22/08/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,9B49066X121NW,B 6426 PSQ,-,0
174,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,111,Baik,Honda Spacy Helm In Injecti,29/10/2012,22/08/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,-,,9B49066X121NW,B 6425 PSQ,-,0
175,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,112,Baik,Honda Spacy Helm In Injecti,29/10/2012,22/08/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,-,,9B49066X121NW,B 6424 PSQ,-,0
176,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,113,Baik,Honda Spacy Helm In Injecti,29/10/2012,22/08/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,160/KM.6/WKN.07/KNL.03/2018,18/09/2018,9B49066X121NW,B 6423 PSQ,-,0
177,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,114,Baik,Honda Spacy Helm In Injecti,29/10/2012,22/08/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,0,Digunakan sendiri untuk operasional,,-,,I-11068729,B 6422 PSQ,-,0
178,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,115,Baik,Honda Spacy Helm In Injecti,29/10/2012,22/08/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,-,,I-11068725,B 6421 PSQ,-,0
179,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,116,Baik,Honda Spacy Helm In Injecti,29/10/2012,22/08/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,-,,9B49066X121NW,B 6420 PSQ,-,0
180,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,117,Baik,Honda Spacy Helm In Injecti,29/10/2012,22/08/2012,"12,068,000",0,"12,068,000","12,068,000",0,1,1,Digunakan sendiri untuk operasional,,104 TH 2021,9/6/2021,I-11061339,B 6419 PSQ,-,0
181,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,118,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,J-04968516,B 6087 PUQ,-,0
182,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,119,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,J-04968519,B 6088 PUQ,-,0
183,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,120,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,J-04968520,B 6089 PUQ,-,0
184,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,121,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,J-04960298,B 6090 PUQ,-,0
185,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,122,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,1,Digunakan sendiri untuk operasional,,104 TH 2021,9/6/2021,J-04960302,B 6091 PUQ,-,0
186,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,123,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,J-04960297,B 6092 PUQ,-,0
187,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,124,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,2,Digunakan sendiri untuk operasional,,-,,J-04960293,B 6093 PUQ,-,0
188,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,125,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,J-04960294,B 6094 PUQ,-,0
189,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,126,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,J-04960299,B 6095 PUQ,-,0
190,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,127,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,J-04960301,B 6096 PUQ,-,0
191,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,128,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,J-04960296,B 6097 PUQ,-,0
192,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,129,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,0,Digunakan sendiri untuk operasional,,104 TH 2021,9/6/2021,J-04968512,B 6098 PUQ,-,0
193,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,130,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,J-04968517,B 6099 PUQ,-,0
194,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,131,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,0,Digunakan sendiri untuk operasional,,104 TH 2021,9/6/2021,J-04968518,B 6100 PUQ,-,0
195,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,132,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,J-04960300,B 6102 PUQ,-,0
196,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,133,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,0,Digunakan sendiri untuk operasional,,104 TH 2021,9/6/2021,J-04960295,B 6167 PUQ,-,0
197,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,134,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,J-04968514,B 6168 PUQ,-,0
198,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,135,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,1,Digunakan sendiri untuk operasional,,-,,J-04968513,B 6169 PUQ,-,0
199,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,136,Baik,Yamaha Soul GT,13/12/2012,7/12/2012,"13,567,500",0,"13,567,500","13,567,500",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,J-04968515,B 6170 PUQ,-,0
200,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,137,Baik,Honda NF 125 SF,31/12/2013,1/1/2007,"10,500,000",0,"10,500,000","10,500,000",0,1,0,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,E7358674G,B 6833 PGQ,-,0
201,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,138,Baik,Honda NF 125 SF,31/12/2013,1/1/2007,"10,500,000",0,"10,500,000","10,500,000",0,1,0,Digunakan sendiri untuk operasional,,-,,E7359796G,B 6848 PGQ,-,0
202,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,139,Baik,HONDA NF 100 LD,31/12/2013,1/1/2004,"6,800,000",0,"6,800,000","6,800,000",0,1,1,Digunakan sendiri untuk operasional,,236/KM.6/WKN.07/KNL.03/2016,25/11/2016,D2149375G,B 6844 PBQ,-,0
203,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,140,Baik,HONDA NF 100 D,31/12/2013,1/1/2001,"7,890,000",0,"7,890,000","7,890,000",0,1,0,Digunakan sendiri untuk operasional,,104 TH 2021,9/6/2021,C0561220G,B 4727 PQ,-,0
204,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,141,Rusak Berat,HONDA GLM II,31/12/2013,1/1/1997,"3,105,000",0,"3,105,000","3,105,000",0,1,4,Digunakan sendiri untuk operasional,,104 TH 2021,9/6/2021,A7220643G,B 5737 HQ,-,0
205,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,142,Baik,HONDA NF 100 D,31/12/2013,1/1/2001,"7,890,000",0,"7,890,000","7,890,000",0,1,0,Digunakan sendiri untuk operasional,,104 TH 2021,9/6/2021,C0561200G,B 4743 PQ,-,0
206,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,143,Rusak Berat,HONDA C.100,31/12/2013,1/1/1999,"3,875,000",0,"3,875,000","3,875,000",0,1,4,Digunakan sendiri untuk operasional,,104 TH 2021,9/6/2021,A8309997G,B 4469 LQ,-,0
207,025040199426302000KP,DITJEN PENDIS,3020104001,Sepeda Motor,144,Rusak Berat,HONDA GLM II,31/12/2013,1/1/1997,"3,105,000",0,"3,105,000","3,105,000",0,1,0,Digunakan sendiri untuk operasional,,104 TH 2021,9/6/2021,A7220832G,B 5579 HQ,-,0
